"Name","Rating","Rarity","Preferred Position","Nation","League","Team","Price Limits","Last Sale Price","Discard Value","Contract","Untradeable","Loans","DefinitionId","IsDuplicate","IsInActive11","Alternate Positions","ExternalPrice"
"Ilić","82","In-Progress Future Stars Evolution","CM","Serbia","Serie A TIM","Torino","Min:1000 Max:10000","0","0","7","true","false","50590331","false","false","CM,CF","0"
"Adli","82","In-Progress Future Stars Evolution","CAM","France","Serie A TIM","Milan","Min:1000 Max:10000","0","0","7","true","false","50575275","false","false","CM,CAM","0"
"Almada","82","In-Progress Future Stars Evolution","CAM","Argentina","MLS","Atlanta United","Min:1000 Max:10000","0","0","7","true","false","50577019","false","false","CM,CAM,CF","0"
"Ugarte","82","In-Progress Future Stars Evolution","CDM","Uruguay","Ligue 1 Uber Eats","Paris SG","Min:1000 Max:10000","0","0","7","true","false","50584954","false","false","CDM,CM","0"
"Saibari","82","In-Progress Future Stars Evolution","CM","Morocco","Eredivisie","PSV","Min:1000 Max:10000","0","0","7","true","false","67368344","false","false","CM,CAM","0"
"Steijn","82","In-Progress Future Stars Evolution","CAM","Netherlands","Eredivisie","FC Twente","Min:1000 Max:10000","0","0","7","true","false","50576376","false","false","CM,CAM","0"
"Lohmann","82","In-Progress Future Stars Evolution","CAM","Germany","GPFBL","FC Bayern München","Min:1000 Max:10000","0","0","7","true","false","50579439","false","false","RM,CAM","0"
"En-Nesyri","82","Rare","ST","Morocco","LALIGA EA SPORTS","Sevilla FC","Min:700 Max:10000","0","0","7","true","false","235410","false","false","CF,ST","750"
"Sugita","82","Rare","RW","Japan","NWSL","Portland Thorns","Min:700 Max:10000","0","0","7","true","false","245839","false","false","RM,RW","750"
"Dimarco","82","Rare","LWB","Italy","Serie A TIM","Inter","Min:700 Max:10000","0","0","7","true","false","226268","false","false","CB,LB,LWB,LM","750"
"Crnogorčević","82","Rare","RW","Switzerland","Liga F","Atlético de Madrid","Min:700 Max:10000","0","0","7","true","false","50600588","false","false","LB,RM,RW","750"
"Iñigo Martínez","82","Rare","CB","Spain","LALIGA EA SPORTS","FC Barcelona","Min:700 Max:10000","0","0","7","true","false","204525","false","false","CB","750"
"Endo","82","Rare","LM","Japan","NWSL","Angel City FC","Min:700 Max:10000","0","0","7","true","false","247811","false","false","LM,LW","750"
"Hasegawa","82","Common","CDM","Japan","Barclays WSL","Manchester City","Min:350 Max:10000","0","0","7","true","false","245830","false","false","CDM,CM,CAM","700"
"Nobbs","81","Rare","CM","England","Barclays WSL","Aston Villa","Min:650 Max:10000","650","575","18","false","false","227257","false","false","CM,LW","700"
"Parris","81","Rare","RM","England","Barclays WSL","Manchester Utd","Min:650 Max:10000","850","575","17","false","false","235659","false","false","RM,RW,ST","700"
"Balde","81","Rare","LB","Spain","LALIGA EA SPORTS","FC Barcelona","Min:650 Max:10000","0","575","7","false","false","263578","false","false","RB,LB,LWB","700"
"Danilo Pereira","81","Common","CDM","Portugal","Ligue 1 Uber Eats","Paris SG","Min:350 Max:10000","0","288","7","false","false","200888","false","false","CB,CDM","700"
"Athenea","81","Common","RW","Spain","Liga F","Real Madrid CF","Min:350 Max:10000","0","288","7","false","false","259372","false","false","RM,RW,LW","700"
"Capoue","81","Common","CM","France","LALIGA EA SPORTS","Villarreal CF","Min:350 Max:10000","0","0","1","true","false","178213","false","false","CDM,CM","600"
"Brand","81","Rare","LW","Germany","GPFBL","VfL Wolfsburg","Min:650 Max:10000","0","0","2","true","false","261740","false","false","LM,ST,LW","700"
"González","81","Common","RW","Argentina","Serie A TIM","Fiorentina","Min:350 Max:10000","0","0","7","true","false","240690","false","false","RM,RW,LW","500"
"Erceg","81","Common","CB","New Zealand","NWSL","Rac. Louisville","Min:350 Max:10000","0","0","7","true","false","233341","false","false","CB","700"
"Kepa","81","Common","GK","Spain","LALIGA EA SPORTS","Real Madrid","Min:350 Max:10000","0","0","7","true","false","206585","false","false","GK","600"
"Malcom","81","Rare","RM","Brazil","ROSHN Saudi League","Al Hilal","Min:650 Max:10000","0","0","7","true","false","222737","false","false","RM,RW","700"
"Danilo","81","Rare","CB","Brazil","Serie A TIM","Juventus","Min:650 Max:10000","0","0","7","true","false","199304","false","false","RB,CB","700"
"Terrier","81","Rare","LM","France","Ligue 1 Uber Eats","Stade Rennais FC","Min:650 Max:10000","0","0","7","true","false","236786","false","false","LM,ST,LW","700"
"Sánchez","81","Common","LW","Mexico","NWSL","Houston Dash","Min:350 Max:10000","0","0","7","true","false","228724","false","false","LM,RW,LW","500"
"Lo Celso","81","Rare","CAM","Argentina","Premier League","Spurs","Min:650 Max:10000","0","0","7","true","false","226226","false","false","CAM,ST","700"
"Ugarte","81","Rare","CDM","Uruguay","Ligue 1 Uber Eats","Paris SG","Min:650 Max:10000","0","0","7","true","false","253306","false","false","CDM,CM","700"
"Kjær","81","Common","CB","Denmark","Serie A TIM","Milan","Min:350 Max:10000","0","0","7","true","false","179645","false","false","CB","750"
"Coates","81","Rare","CB","Uruguay","Liga Portugal","Sporting CP","Min:650 Max:10000","0","0","7","true","false","197655","false","false","CB","700"
"David","81","Rare","ST","Canada","Ligue 1 Uber Eats","LOSC Lille","Min:650 Max:10000","0","0","7","true","false","243630","false","false","CF,ST","700"
"Sullivan","81","Rare","CDM","United States","NWSL","Washington Spirit","Min:650 Max:10000","0","0","7","true","false","243261","false","false","CDM","700"
"Fred","81","Rare","CM","Brazil","Trendyol Süper Lig","Fenerbahçe","Min:650 Max:10000","0","0","7","true","false","209297","false","false","CDM,CM","700"
"Barnes","81","Rare","LB","United States","NWSL","Seattle Reign","Min:650 Max:10000","0","0","7","true","false","233246","false","false","LB,LWB","700"
"Isak","81","Rare","ST","Sweden","Premier League","Newcastle Utd","Min:650 Max:10000","0","0","7","true","false","233731","false","false","CF,ST,LW","700"
"Kamada","81","Rare","CAM","Japan","Serie A TIM","Latium","Min:650 Max:10000","0","0","7","true","false","232730","false","false","CM,CAM,CF","700"
"Almirón","81","Rare","RW","Paraguay","Premier League","Newcastle Utd","Min:650 Max:10000","0","0","7","true","false","230977","false","false","RM,RW","700"
"Zapata","81","Rare","ST","Colombia","Serie A TIM","Torino","Min:650 Max:10000","0","0","7","true","false","50546981","false","false","CF,ST","700"
"Sangaré","81","Rare","CDM","Ivory Coast","Premier League","Nott'm Forest","Min:650 Max:10000","0","0","7","true","false","50566821","false","false","CDM,CM","700"
"Lucas Vázquez","81","Rare","RB","Spain","LALIGA EA SPORTS","Real Madrid","Min:650 Max:10000","0","0","7","true","false","208618","false","false","RWB,RB,RW","700"
"Hrádecký","81","Rare","GK","Finland","Bundesliga","Leverkusen","Min:650 Max:10000","0","0","7","true","false","190941","false","false","GK","700"
"Bourigeaud","81","Rare","CM","France","Ligue 1 Uber Eats","Stade Rennais FC","Min:650 Max:10000","0","0","7","true","false","214097","false","false","RM,CM,RW","700"
"Calabria","81","Rare","RB","Italy","Serie A TIM","Milan","Min:650 Max:10000","0","0","7","true","false","228881","false","false","RWB,RB","700"
"Diego Carlos","81","Rare","CB","Brazil","Premier League","Aston Villa","Min:650 Max:10000","0","0","7","true","false","219693","false","false","CB","700"
"Leno","81","Rare","GK","Germany","Premier League","Fulham","Min:650 Max:10000","0","0","7","true","false","192563","false","false","GK","700"
"Clauss","81","Rare","RWB","France","Ligue 1 Uber Eats","OM","Min:650 Max:10000","0","0","7","true","false","239093","false","false","RWB,RB,RM","700"
"Yeray","81","Common","CB","Spain","LALIGA EA SPORTS","Athletic Club","Min:350 Max:10000","0","0","7","true","false","227950","false","false","CB","650"
"Konaté","81","Rare","CB","France","Premier League","Liverpool","Min:650 Max:10000","0","0","7","true","false","237678","false","false","CB","700"
"Arnold","81","Rare","CDM","Germany","Bundesliga","VfL Wolfsburg","Min:650 Max:10000","0","0","7","true","false","206511","false","false","CDM,CM","700"
"Vlachodimos","81","Rare","GK","Greece","Premier League","Nott'm Forest","Min:600 Max:6000","0","0","7","true","false","50543638","false","false","GK","650"
"Lattwein","81","Rare","CDM","Germany","GPFBL","VfL Wolfsburg","Min:650 Max:10000","0","0","7","true","false","247790","false","false","CDM,CM","700"
"Saint-Maximin","81","Rare","LM","France","ROSHN Saudi League","Al Ahli","Min:650 Max:10000","0","0","7","true","false","216388","false","false","LM,LW","700"
"Leroux","81","Rare","ST","United States","NWSL","Angel City FC","Min:650 Max:10000","0","0","7","true","false","226316","false","false","CAM,CF,ST","700"
"Kramarić","81","Rare","CF","Croatia","Bundesliga","TSG Hoffenheim","Min:650 Max:10000","0","0","7","true","false","216354","false","false","CM,CAM,CF,ST","700"
"Sancet","81","Rare","CAM","Spain","LALIGA EA SPORTS","Athletic Club","Min:650 Max:10000","0","0","7","true","false","244675","false","false","CM,CAM,ST","700"
"Andonova","81","Rare","CAM","FYR Macedonia","Liga F","Levante UD","Min:650 Max:10000","0","0","7","true","false","272005","false","false","CAM,ST","700"
"Álvarez","81","Rare","CDM","Mexico","Premier League","West Ham","Min:650 Max:10000","0","0","7","true","false","235844","false","false","CB,CDM","700"
"Mertens","81","Rare","CF","Belgium","Trendyol Süper Lig","Galatasaray","Min:650 Max:10000","0","0","7","true","false","175943","false","false","CAM,CF,ST","700"
"Corboz","81","Common","CM","France","D1 Arkema","Paris FC","Min:350 Max:10000","0","0","7","true","false","264963","false","false","CDM,CM","550"
"Esther González","81","Common","ST","Spain","NWSL","NJ/NY Gotham","Min:300 Max:5000","0","0","7","true","false","233244","false","false","CF,ST","650"
"Minge","81","Rare","CM","Germany","GPFBL","SC Freiburg","Min:650 Max:10000","0","0","7","true","false","265063","false","false","CM","700"
"Geyse","81","Rare","ST","Brazil","Barclays WSL","Manchester Utd","Min:650 Max:10000","0","0","7","true","false","248794","false","false","CF,RW,ST","700"
"Milik","81","Common","ST","Poland","Serie A TIM","Juventus","Min:350 Max:10000","0","0","7","true","false","205175","false","false","CF,ST","550"
"Tapsoba","81","Rare","CB","Burkina Faso","Bundesliga","Leverkusen","Min:650 Max:10000","0","0","7","true","false","247263","false","false","CB","700"
"Wan-Bissaka","80","Rare","RB","England","Premier League","Manchester Utd","Min:650 Max:10000","800","568","11","false","false","229880","false","false","RWB,RB","700"
"Kamara","80","Rare","CDM","France","Premier League","Aston Villa","Min:650 Max:10000","0","568","7","false","false","236987","false","false","CDM,CM","700"
"Frattesi","80","Rare","CM","Italy","Serie A TIM","Inter","Min:650 Max:10000","0","568","7","false","false","239807","false","false","CM","700"
"Mamardashvili","80","Rare","GK","Georgia","LALIGA EA SPORTS","Valencia CF","Min:650 Max:10000","0","568","7","false","false","262621","false","false","GK","700"
"Memeti","80","Common","LW","Kosovo","GPFBL","TSG Hoffenheim","Min:350 Max:10000","0","284","7","false","false","265058","false","false","LM,LW","450"
"Wijnaldum","80","Rare","CM","Netherlands","ROSHN Saudi League","Ettifaq FC","Min:650 Max:10000","0","0","7","true","false","50512939","false","false","CDM,CM","700"
"Álvarez","80","Rare","ST","Argentina","Premier League","Manchester City","Min:650 Max:10000","0","0","25","true","false","246191","false","false","CF,RW,ST","700"
"Edwards","80","Common","RW","England","Liga Portugal","Sporting CP","Min:350 Max:10000","0","0","7","true","false","235619","false","false","RM,RW,ST,LW","500"
"Endo","80","Rare","CM","Japan","Premier League","Liverpool","Min:650 Max:10000","0","0","7","true","false","232487","false","false","CDM,CM","700"
"Aubameyang","80","Rare","ST","Gabon","Ligue 1 Uber Eats","OM","Min:650 Max:10000","0","0","7","true","false","188567","false","false","CF,ST","700"
"Vitinha","80","Common","CM","Portugal","Ligue 1 Uber Eats","Paris SG","Min:350 Max:10000","0","0","7","true","false","255253","false","false","CM","450"
"Fran Beltrán","80","Common","CDM","Spain","LALIGA EA SPORTS","RC Celta","Min:350 Max:10000","0","0","7","true","false","235997","false","false","CDM,CM","450"
"Aritz Elustondo","80","Common","CB","Spain","LALIGA EA SPORTS","Real Sociedad","Min:350 Max:10000","0","0","7","true","false","226221","false","false","RB,CB","550"
"Ávila","80","Rare","ST","Argentina","LALIGA EA SPORTS","CA Osasuna","Min:650 Max:10000","0","0","2","true","false","228520","false","false","RM,LM,CF,ST","700"
"Girma","80","Common","CB","United States","NWSL","San Diego Wave","Min:350 Max:10000","0","0","7","true","false","267382","false","false","CB","450"
"Henderson","80","Common","CM","England","ROSHN Saudi League","Ettifaq FC","Min:350 Max:10000","0","0","7","true","false","183711","false","false","CDM,CM","950"
"Gonçalo Ramos","80","Rare","ST","Portugal","Ligue 1 Uber Eats","Paris SG","Min:650 Max:10000","0","0","7","true","false","256903","false","false","CF,ST","700"
"Forsberg","80","Common","CAM","Sweden","Bundesliga","RB Leipzig","Min:350 Max:10000","0","0","7","true","false","208448","false","false","CAM,CF","750"
"Caicedo","80","Rare","CDM","Ecuador","Premier League","Chelsea","Min:650 Max:10000","0","0","7","true","false","256079","false","false","CDM,CM","700"
"Fofana","80","Rare","CDM","France","Ligue 1 Uber Eats","AS Monaco","Min:650 Max:10000","0","0","7","true","false","245630","false","false","CDM,CM","700"
"Rongier","80","Rare","CDM","France","Ligue 1 Uber Eats","OM","Min:650 Max:10000","0","0","7","true","false","223874","false","false","CDM,CM","700"
"Saúl","80","Rare","CM","Spain","LALIGA EA SPORTS","Atlético de Madrid","Min:650 Max:10000","0","0","7","true","false","208421","false","false","LWB,CM,LM","700"
"Lamela","80","Rare","RW","Argentina","LALIGA EA SPORTS","Sevilla FC","Min:650 Max:10000","0","0","7","true","false","170368","false","false","RM,CAM,RW","700"
"Lola Gallardo","80","Rare","GK","Spain","Liga F","Atlético de Madrid","Min:650 Max:10000","0","0","7","true","false","227204","false","false","GK","700"
"Veretout","80","Rare","CM","France","Ligue 1 Uber Eats","OM","Min:650 Max:10000","0","0","7","true","false","201519","false","false","CDM,CM","700"
"Bravo","80","Common","GK","Chile","LALIGA EA SPORTS","Real Betis","Min:350 Max:10000","0","0","7","true","false","174543","false","false","GK","450"
"Zubeldia","80","Rare","CB","Spain","LALIGA EA SPORTS","Real Sociedad","Min:650 Max:10000","0","0","7","true","false","233738","false","false","CB","700"
"Nüsken","80","Common","CB","Germany","Barclays WSL","Chelsea","Min:350 Max:10000","0","0","7","true","false","262093","false","false","CB","450"
"Ingle","80","Common","CDM","Wales","Barclays WSL","Chelsea","Min:350 Max:10000","0","0","7","true","false","265250","false","false","CDM,CM","550"
"Jonathan Viera","80","Rare","CAM","Spain","LALIGA EA SPORTS","UD Las Palmas","Min:650 Max:10000","0","0","7","true","false","198164","false","false","CM,LM,CAM","800"
"Rafael Tolói","80","Rare","CB","Italy","Serie A TIM","Bergamo Calcio","Min:650 Max:10000","0","0","7","true","false","187598","false","false","CB","700"
"Spinazzola","80","Rare","LWB","Italy","Serie A TIM","Roma FC","Min:650 Max:10000","0","0","7","true","false","202884","false","false","LB,LWB,LM","700"
"Sabitzer","80","Rare","CM","Austria","Bundesliga","Borussia Dortmund","Min:650 Max:10000","0","0","7","true","false","204923","false","false","CDM,CM,CAM","700"
"Medina","80","Rare","CB","Argentina","Ligue 1 Uber Eats","RC Lens","Min:650 Max:10000","0","0","7","true","false","236804","false","false","CB","700"
"Zubimendi","80","Common","CDM","Spain","LALIGA EA SPORTS","Real Sociedad","Min:350 Max:10000","0","0","7","true","false","248148","false","false","CDM,CM","450"
"Pepê","80","Rare","LM","Brazil","Liga Portugal","FC Porto","Min:650 Max:10000","0","0","7","true","false","238896","false","false","RB,LM,LW","700"
"Watkins","80","Rare","ST","England","Premier League","Aston Villa","Min:650 Max:10000","0","0","7","true","false","221697","false","false","CF,ST","700"
"de Roon","80","Rare","CDM","Netherlands","Serie A TIM","Bergamo Calcio","Min:650 Max:10000","0","0","7","true","false","208461","false","false","CB,CDM,CM","700"
"O'Sullivan","80","Rare","CDM","Republic of Ireland","NWSL","NC Courage","Min:650 Max:10000","0","0","7","true","false","267238","false","false","CDM,CM","700"
"Mewis","80","Rare","CM","United States","NWSL","KC Current","Min:650 Max:10000","0","0","7","true","false","226338","false","false","CM,CAM","800"
"Aleix García","80","Common","CM","Spain","LALIGA EA SPORTS","Girona FC","Min:350 Max:10000","0","0","7","true","false","228813","false","false","CDM,CM","500"
"Vela","80","Common","RW","Mexico","MLS","LAFC","Min:350 Max:10000","0","0","7","true","false","169416","false","false","RM,RW,ST,LW","450"
"Nuno Santos","80","Rare","LW","Portugal","Liga Portugal","Sporting CP","Min:650 Max:10000","0","0","7","true","false","227890","false","false","LWB,LM,LW","700"
"Ospina","80","Rare","GK","Colombia","ROSHN Saudi League","Al Nassr","Min:650 Max:10000","0","0","7","true","false","176550","false","false","GK","700"
"Reuteler","80","Rare","CM","Switzerland","GPFBL","Frankfurt","Min:650 Max:10000","0","0","7","true","false","264936","false","false","CM,CAM","700"
"Mignolet","80","Rare","GK","Belgium","1A Pro League","Club Brugge","Min:650 Max:10000","0","0","7","true","false","173426","false","false","GK","700"
"Brahim","80","Rare","CAM","Spain","LALIGA EA SPORTS","Real Madrid","Min:650 Max:10000","0","0","7","true","false","231410","false","false","CAM,CF,RW","700"
"Álex Berenguer","80","Rare","LM","Spain","LALIGA EA SPORTS","Athletic Club","Min:650 Max:10000","0","0","7","true","false","225201","false","false","RM,LM,LW","700"
"Diogo Dalot","80","Rare","RB","Portugal","Premier League","Manchester Utd","Min:650 Max:10000","0","0","7","true","false","234574","false","false","RWB,RB","700"
"De Marcos","80","Rare","RB","Spain","LALIGA EA SPORTS","Athletic Club","Min:650 Max:10000","0","0","7","true","false","190149","false","false","RWB,RB","700"
"Cuadrado","80","Rare","RM","Colombia","Serie A TIM","Inter","Min:650 Max:10000","0","0","7","true","false","193082","false","false","RB,RM,RW","700"
"Biraghi","80","Common","LB","Italy","Serie A TIM","Fiorentina","Min:350 Max:10000","0","0","7","true","false","201389","false","false","LB,LWB","500"
"Weaver","80","Common","LW","United States","NWSL","Portland Thorns","Min:350 Max:10000","0","0","7","true","false","266093","false","false","LM,LW","500"
"Kubo","80","Common","RW","Japan","LALIGA EA SPORTS","Real Sociedad","Min:350 Max:10000","0","0","7","true","false","237681","false","false","RM,CAM,RW,ST","550"
"Bensebaini","80","Rare","LB","Algeria","Bundesliga","Borussia Dortmund","Min:650 Max:10000","0","0","7","true","false","224196","false","false","CB,LB,LWB","700"
"Karl","80","Rare","RB","Germany","GPFBL","SC Freiburg","Min:650 Max:10000","0","0","7","true","false","265069","false","false","RWB,RB,LB","700"
"Álex Moreno","80","Rare","LB","Spain","Premier League","Aston Villa","Min:650 Max:10000","0","0","7","true","false","217036","false","false","LB,LWB","700"
"Mbemba","80","Rare","CB","DR Congo","Ligue 1 Uber Eats","OM","Min:650 Max:10000","0","0","7","true","false","210897","false","false","CB","700"
"Edgar Badia","80","Common","GK","Spain","LALIGA HYPERMOTION","Real Zaragoza","Min:300 Max:5000","0","0","7","true","false","50535882","false","false","GK","400"
"Charles","80","Common","RB","England","Barclays WSL","Chelsea","Min:350 Max:10000","0","0","7","true","false","263007","false","false","RWB,RB,RW,LW","600"
"Dmitrović","80","Common","GK","Serbia","LALIGA EA SPORTS","Sevilla FC","Min:350 Max:10000","0","0","7","true","false","227290","false","false","GK","450"
"Tierney","80","Rare","LB","Scotland","LALIGA EA SPORTS","Real Sociedad","Min:650 Max:10000","0","0","7","true","false","226491","false","false","LB,LWB","700"
"Savanier","80","Rare","CAM","France","Ligue 1 Uber Eats","Montpellier","Min:650 Max:10000","0","0","7","true","false","205686","false","false","CM,CAM","700"
"Mitrović","79","Rare","ST","Serbia","ROSHN Saudi League","Al Hilal","Min:650 Max:10000","0","561","7","false","false","215716","false","false","CF,ST","700"
"Douglas Luiz","79","Common","CDM","Brazil","Premier League","Aston Villa","Min:350 Max:10000","0","280","7","false","false","236499","false","false","CDM,CM","550"
"Ander Herrera","79","Common","CM","Spain","LALIGA EA SPORTS","Athletic Club","Min:350 Max:10000","0","280","7","false","false","191740","false","false","CDM,CM","450"
"Fofana","79","Common","CB","France","Premier League","Chelsea","Min:350 Max:10000","0","280","7","false","false","248695","false","false","CB","500"
"Houghton","79","Common","CB","England","Barclays WSL","Manchester City","Min:350 Max:10000","0","280","7","false","false","226358","false","false","CB","650"
"Gouiri","79","Common","ST","France","Ligue 1 Uber Eats","Stade Rennais FC","Min:350 Max:10000","0","0","0","true","false","240753","false","false","LM,CF,ST,LW","6000"
"Olga Carmona","79","Rare","LB","Spain","Liga F","Real Madrid CF","Min:650 Max:10000","0","0","7","true","false","262457","false","false","LB,LWB,LW","700"
"Carlos Soler","79","Rare","CM","Spain","Ligue 1 Uber Eats","Paris SG","Min:650 Max:10000","0","0","7","true","false","234153","false","false","CM","700"
"Felde","79","Common","CM","Germany","GPFBL","SC Freiburg","Min:350 Max:10000","0","0","7","true","false","265073","false","false","CM","400"
"María De Alharilla","79","Common","RB","Spain","Liga F","Levante UD","Min:350 Max:10000","0","0","7","true","false","272014","false","false","RWB,RB","450"
"Souček","79","Common","CDM","Czech Republic","Premier League","West Ham","Min:350 Max:10000","0","0","7","true","false","236792","false","false","CDM,CM","450"
"André","79","Common","CDM","France","Ligue 1 Uber Eats","LOSC Lille","Min:350 Max:10000","0","0","7","true","false","190674","false","false","CDM,CM","800"
"Ortega","79","Common","GK","Germany","Premier League","Manchester City","Min:350 Max:10000","0","0","3","true","false","200159","false","false","GK","500"
"Letícia Santos","79","Rare","RB","Brazil","GPFBL","Frankfurt","Min:650 Max:10000","0","0","7","true","false","238835","false","false","RWB,RB","700"
"Dufour","79","Rare","LM","France","D1 Arkema","Paris FC","Min:650 Max:10000","0","0","7","true","false","265860","false","false","RM,LM,LW","700"
"Aboubakar","79","Common","ST","Cameroon","Trendyol Süper Lig","Beşiktaş","Min:350 Max:10000","0","0","7","true","false","199069","false","false","CF,ST","400"
"Cometti","79","Common","CB","Argentina","Liga F","Madrid CFF","Min:350 Max:10000","0","0","7","true","false","246364","false","false","RWB,CB","450"
"Günter","79","Common","LB","Germany","Bundesliga","SC Freiburg","Min:350 Max:10000","0","0","7","true","false","209846","false","false","LB,LWB,LM","450"
"Juanmi","79","Common","LM","Spain","ROSHN Saudi League","Al Riyadh","Min:350 Max:10000","0","0","7","true","false","197891","false","false","LM,ST,LW","500"
"Delaney","79","Rare","CDM","Denmark","1A Pro League","RSC Anderlecht","Min:650 Max:10000","0","0","7","true","false","193283","false","false","CDM,CM","700"
"Silvestri","79","Common","GK","Italy","Serie A TIM","Udinese","Min:350 Max:10000","0","0","7","true","false","190745","false","false","GK","450"
"Ainhoa Moraza","79","Common","RB","Spain","Liga F","Atlético de Madrid","Min:350 Max:10000","0","0","7","true","false","256302","false","false","RWB,RB,LB","500"
"Montiel","79","Rare","RB","Argentina","Premier League","Nott'm Forest","Min:650 Max:10000","0","0","6","true","false","231340","false","false","RWB,RB","700"
"Groenen","79","Rare","CM","Netherlands","D1 Arkema","Paris SG","Min:650 Max:10000","0","0","7","true","false","233852","false","false","CDM,CM","700"
"Unnerstall","79","Rare","GK","Germany","Eredivisie","FC Twente","Min:650 Max:10000","0","0","7","true","false","199833","false","false","GK","700"
"Konsa","79","Rare","CB","England","Premier League","Aston Villa","Min:650 Max:10000","0","0","7","true","false","227678","false","false","CB","700"
"Geertruida","79","Common","RB","Netherlands","Eredivisie","Feyenoord","Min:350 Max:10000","0","0","7","true","false","241187","false","false","RWB,RB,CB,CDM","450"
"Casale","79","Rare","CB","Italy","Serie A TIM","Latium","Min:650 Max:10000","0","0","7","true","false","239770","false","false","CB","700"
"Cinta Rodríguez","79","Rare","CB","Spain","Liga F","Atlético de Madrid","Min:650 Max:10000","0","0","7","true","false","272113","false","false","CB","700"
"Di Gregorio","79","Common","GK","Italy","Serie A TIM","Monza","Min:350 Max:10000","0","0","7","true","false","235840","false","false","GK","450"
"Trauner","79","Rare","CB","Austria","Eredivisie","Feyenoord","Min:650 Max:10000","0","0","7","true","false","199813","false","false","CB","700"
"Consigli","79","Common","GK","Italy","Serie A TIM","Sassuolo","Min:350 Max:10000","0","0","7","true","false","163489","false","false","GK","450"
"Zawistowska","79","Rare","LM","Poland","GPFBL","FC Bayern München","Min:650 Max:10000","0","0","7","true","false","265102","false","false","LM,LW","700"
"Benítez","79","Common","GK","Argentina","Eredivisie","PSV","Min:350 Max:10000","0","0","7","true","false","215223","false","false","GK","450"
"Gravenberch","79","Rare","CM","Netherlands","Premier League","Liverpool","Min:650 Max:10000","0","0","7","true","false","50577752","false","false","CM","700"
"Baku","79","Rare","RB","Germany","Bundesliga","VfL Wolfsburg","Min:650 Max:10000","0","0","7","true","false","240709","false","false","RWB,RB,RW","700"
"Raspadori","79","Rare","CF","Italy","Serie A TIM","Napoli FC","Min:650 Max:10000","0","0","7","true","false","253002","false","false","CF,ST,LW","700"
"Lazzari","79","Rare","RB","Italy","Serie A TIM","Latium","Min:650 Max:10000","0","0","7","true","false","235374","false","false","RWB,RB","700"
"McGregor","79","Rare","CDM","Scotland","cinch Prem","Celtic","Min:650 Max:10000","0","0","7","true","false","211093","false","false","CDM,CM","700"
"Todibo","79","Rare","CB","France","Ligue 1 Uber Eats","OGC Nice","Min:650 Max:10000","0","0","7","true","false","245388","false","false","CB","700"
"Raúl de Tomás","79","Common","ST","Spain","LALIGA EA SPORTS","Rayo Vallecano","Min:350 Max:10000","0","0","7","true","false","210315","false","false","CF,ST","450"
"Bailey","79","Rare","RM","Jamaica","Premier League","Aston Villa","Min:650 Max:10000","0","0","7","true","false","229906","false","false","RM,RW,ST","700"
"Dani Ceballos","79","Common","CM","Spain","LALIGA EA SPORTS","Real Madrid","Min:350 Max:10000","0","0","7","true","false","222509","false","false","CDM,CM,LW","450"
"Matheus Reis","79","Rare","CB","Brazil","Liga Portugal","Sporting CP","Min:650 Max:10000","0","0","7","true","false","230625","false","false","CB,LB,LWB","700"
"Šutalo","79","Rare","CB","Croatia","Eredivisie","Ajax","Min:650 Max:10000","0","0","7","true","false","256325","false","false","CB","700"
"Snoeijs","79","Common","ST","Netherlands","Barclays WSL","Everton","Min:350 Max:10000","0","0","7","true","false","244059","false","false","CF,ST","650"
"Mukiele","79","Common","RB","France","Ligue 1 Uber Eats","Paris SG","Min:350 Max:10000","0","0","7","true","false","226166","false","false","RWB,RB,CB","450"
"Bissouma","79","Common","CDM","Mali","Premier League","Spurs","Min:350 Max:10000","0","0","7","true","false","236480","false","false","CDM,CM","500"
"Hurtig","79","Common","LW","Sweden","Barclays WSL","Arsenal","Min:350 Max:10000","0","0","7","true","false","227003","false","false","LM,ST,LW","550"
"Milenković","79","Common","CB","Serbia","Serie A TIM","Fiorentina","Min:350 Max:10000","0","0","7","true","false","238095","false","false","CB","500"
"Teuma","79","Rare","CM","Malta","Ligue 1 Uber Eats","Stade de Reims","Min:650 Max:10000","0","0","7","true","false","244309","false","false","CDM,CM,CAM","700"
"Matheus Nunes","79","Rare","CM","Portugal","Premier League","Manchester City","Min:650 Max:10000","0","0","7","true","false","50584772","false","false","CM,LM","700"
"Maguire","79","Common","CB","England","Premier League","Manchester Utd","Min:350 Max:10000","0","0","7","true","false","203263","false","false","CB","550"
"Bartrip","79","Rare","CB","England","Barclays WSL","Spurs","Min:650 Max:10000","0","0","7","true","false","265262","false","false","CB","700"
"Becho","79","Rare","ST","France","D1 Arkema","OL","Min:650 Max:10000","0","0","7","true","false","265905","false","false","CF,RW,ST,LW","700"
"Morales","79","Rare","ST","Spain","LALIGA EA SPORTS","Villarreal CF","Min:650 Max:10000","0","0","7","true","false","216475","false","false","LM,CF,ST","700"
"Paula Tomás","79","Rare","LB","Spain","Liga F","Levante UD","Min:650 Max:10000","0","0","7","true","false","272011","false","false","LB,LWB","700"
"Gouiri","79","Common","ST","Algeria","Ligue 1 Uber Eats","Stade Rennais FC","Min:350 Max:10000","0","0","7","true","false","50572401","false","false","LM,CF,ST,LW","450"
